17200 57378
33405 47 464
20176 182 645
25213 554 554
56313 316 611
29246 129 667
8080 431 664
36687 50 674
50813 513 575
38144 529 652
31872 36 413
33118 125 450
31204 162 254
8323 165 472
19675 58 373
6849 187 520
49586 35 651
2963 147 183
30885 26 524
17677 183 448
12785 235 437
51081 7 37
55799 520 669
23572 102 471
27911 29 418
4088 50 512
45026 237 405
6579 436 671
18013 114 385
38530 487 566
28096 274 289
47091 116 626
29501 252 589
29405 136 663
16166 47 68
6882 139 650
46485 588 681
13456 32 98
34315 424 642
50625 397 558
6086 498 681
25716 327 537
46027 83 212
52690 125 559
27324 250 641
26032 71 610
29166 386 640
39092 181 265
23100 312 496
16588 163 321
25970 53 296
35331 114 203
12681 467 482
6850 117 403
23116 498 531
27248 128 559
39862 74 491
1839 89 621
30731 534 655
33745 279 661
32898 458 541
11729 308 494
2300 181 505
57162 188 642
6478 173 611
5523 26 488
3527 380 432
3771 17 540
56684 476 619
24391 385 654
48752 12 677
29227 37 115
43445 11 48
21246 206 400
50516 514 672
17836 354 369
42451 317 406
33447 150 156
25192 491 675
18776 77 569
44865 196 202
25036 352 656
18204 179 659
35214 56 182
51945 106 460
11645 211 478
6786 552 625
17647 196 643
44043 163 507
47551 69 340
54705 105 606
15628 283 663
3928 22 583
40716 302 691
35217 130 316
25191 202 453
14062 25 489
4682 353 431
37755 292 676
16737 143 551
39966 293 561
3006 167 471
27382 72 582
44339 297 658
3270 384 407
10641 322 412
31183 148 332
35746 38 534
32012 318 336
15223 67 315
34163 84 485
35527 509 515
14363 631 675
32257 50 593
35885 538 649
17822 156 165
17213 123 275
3706 192 234
37347 67 597
18725 138 567
10294 222 415
43093 137 541
7642 170 523
12509 15 208
55119 85 658
6873 212 337
7409 216 366
4118 190 338
19341 104 418
51651 437 478
9593 200 636
23622 107 249
23214 148 301
52695 275 481
16148 335 431
197 265 487
34082 177 490
44969 13 187
30498 6 297
42696 345 675
14811 514 572
4768 207 289
3270 391 435
53326 137 549
10985 196 584
7880 289 643
22693 142 449
10449 548 690
26167 52 115
48575 410 414
49984 362 523
9515 462 587
40662 8 502
52497 115 567
56648 146 162
54231 165 217
41703 259 546
52774 22 290
312 424 543
16649 320 392
13647 493 523
22231 249 536
16487 530 692
49243 583 610
24427 144 660
36280 131 361
27492 455 567
14115 361 672
17548 524 667
40816 368 408
42712 103 491
2928 58 136
48058 261 346
19189 11 353
1849 401 616
22903 72 301
591 52 200
23604 438 449
21131 528 684
27991 259 434
43543 25 200
54346 126 155
44084 103 395
32825 523 578
32768 45 272
33973 132 471
6879 42 65
44441 362 649
34474 225 363
49417 65 141
22864 166 641
8071 269 329
22881 395 474
11443 27 338
21364 23 224
48445 88 247
31220 94 266
2498 93 436
44542 48 455
52628 12 566
48311 221 351
5213 110 361
23007 28 169
48894 150 312
6535 375 389
28691 112 659
14600 153 630
34174 163 439
45801 137 650
21623 197 615
48425 345 524
26517 243 257
13283 436 486
13090 147 221
46169 23 255
41048 429 673
1964 88 255
37457 233 619
53114 483 524
23458 85 101
48266 273 613
44717 96 682
6667 386 402
16037 85 394
51272 147 316
1571 445 647
20727 381 386
43100 255 285
647 501 578
26735 385 597
8645 156 240
27126 158 176
45554 27 157
14166 203 605
21994 669 679
22280 280 561
6038 330 402
1787 94 441
32348 473 547
10696 196 690
10725 423 648
6764 397 631
3691 221 597
40698 69 110
21647 205 634
52483 509 681
6190 490 556
20946 2 639
31147 586 612
23370 121 352
34866 286 540
1236 209 347
48157 574 579
23848 64 480
55207 459 594
56576 444 602
12437 376 596
11123 169 195
38946 236 430
53772 165 350
53462 205 258
16634 176 191
25388 295 537
54723 542 655
479 339 442
11705 519 532
36224 333 571
36463 3 342
18829 49 144
51187 87 395
33187 242 335
45925 120 604
43114 583 624
3823 96 165
16903 407 573
46726 28 102
26797 68 458
35250 102 575
32796 86 578
30037 129 641
24705 659 690
24146 385 501
34979 380 625
19 480 559
31654 50 586
30376 120 684
40060 131 355
17075 41 470
26375 387 588
1813 200 260
12089 290 469
31634 450 607
7004 1 47
18230 37 272
45943 27 278
45248 587 595
37819 378 645
4891 33 624
54415 577 591
31563 2 450
55528 188 602
46406 325 514
33666 303 615
46998 122 618
28222 406 421
25073 171 430
53606 453 601
22200 10 313
57080 128 432
28523 166 637
37674 101 453
14844 27 619
19827 297 648
11136 163 677
8026 230 452
50664 95 582
24081 211 233
10332 197 377
16865 53 671
19485 41 470
49405 636 653
28834 35 81
4295 170 607
17872 138 586
18400 73 379
49242 1 282
13206 569 622
20800 70 522
381 132 368
6127 1 420
19092 528 567
41041 385 456
23319 18 454
42914 398 569
9855 229 559
27173 307 400
39873 490 674
25102 52 472
8740 132 476
31460 336 565
41470 81 642
9613 369 642
15582 171 604
40118 504 532
22646 450 546
18058 30 191
44478 110 375
7896 8 373
32828 2 245
17679 236 571
21979 470 643
2314 265 607
7253 343 685
26504 65 487
40665 19 69
43657 81 105
41707 75 206
33789 140 245
27137 30 660
40238 440 481
13940 5 225
55454 458 477
14324 331 417
14887 46 476
1898 161 193
12667 83 345
6890 131 458
40670 167 404
23718 219 674
24172 94 158
56509 104 251
21678 174 569
18669 162 447
50780 231 574
54784 404 510
52141 303 305
4312 129 287
18320 151 481
39310 166 396
38274 489 688
17255 289 458
55410 69 404
9788 438 474
51547 472 484
25469 276 535
44623 261 264
41564 441 497
46331 148 346
42505 98 151
52551 58 454
18828 210 302
17088 60 485
50434 475 544
34536 83 187
33413 431 442
13737 265 598
1959 82 642
33584 187 410
23874 121 251
14110 157 326
34906 464 538
45486 98 657
32247 207 650
46031 204 426
7319 569 692
49299 623 646
1335 31 376
29743 193 230
14715 194 383
5055 50 352
28971 49 510
1040 5 296
27979 251 668
18894 440 471
55040 152 529
7265 76 354
43269 149 168
20753 153 352
30675 234 311
18917 319 678
20072 164 595
33079 13 524
48246 219 338
41327 260 526
7996 223 350
26552 110 183
50231 569 617
33840 288 359
53642 77 137
13375 263 376
5638 18 464
9537 526 645
46585 246 336
39060 663 672
6616 576 648
4318 125 130
36056 450 474
32275 68 301
37820 241 645
38997 242 534
50454 157 539
13033 117 540
31043 403 633
14626 207 213
10125 241 370
22820 243 610
28820 161 395
17513 293 370
11002 49 644
39449 347 484
2833 126 270
48110 168 221
30673 38 602
2259 121 597
36093 129 344
50443 386 452
24433 7 185
45090 185 305
15120 128 171
5472 17 432
9692 53 128
43717 138 233
28761 431 662
46435 169 222
6997 557 568
11813 361 643
6203 314 653
4520 111 464
22159 121 298
9966 376 670
31643 518 650
52993 430 517
47566 506 631
18990 112 327
19968 49 640
52984 136 454
6235 183 437
36821 572 595
38364 145 242
55782 598 643
53553 164 537
51883 279 677
27274 74 445
55421 9 675
33239 583 591
34814 77 630
44600 2 497
13228 479 634
53555 184 399
5427 164 400
5717 144 184
20325 300 685
25610 277 627
42296 211 555
54591 104 212
39088 353 672
45946 4 402
33256 511 665
225 279 608
47325 122 563
39879 261 571
45530 596 680
53090 167 233
10030 91 297
45548 122 344
19811 247 271
4516 152 606
48572 325 329
25662 283 286
14932 295 548
8966 128 202
11687 370 424
27148 257 543
42663 20 214
18679 82 173
49264 449 501
49499 273 435
57055 118 454
19349 488 574
15326 54 343
44200 69 669
589 413 533
22476 48 553
47187 198 362
27629 44 630
44430 30 41
56711 477 578
771 149 644
19839 98 211
2472 247 390
4145 625 634
14004 79 662
7124 21 94
28194 424 451
40281 260 563
42941 303 676
54306 216 651
53326 45 592
51399 83 161
25583 450 517
50906 2 320
15929 478 544
39732 108 598
37381 317 532
11809 219 285
44313 248 503
57242 130 204
2077 135 286
363 284 290
47966 55 636
3589 19 366
8620 292 596
7543 133 432
29880 438 656
37112 1 390
47208 134 271
12963 294 391
20340 20 190
4783 554 572
49976 448 671
23878 81 230
48086 597 602
15708 390 581
43313 392 431
52794 54 546
20008 219 419
34759 303 391
6849 430 575
10880 23 613
16422 105 177
32367 34 52
18294 70 465
7212 76 556
3075 124 438
29361 541 544
34543 329 645
51970 185 192
41967 184 246
13395 444 639
35205 475 612
39436 294 319
33732 170 402
20110 299 598
56551 117 124
26427 88 100
30207 36 215
21660 487 619
773 143 638
23964 218 511
17410 130 329
12372 195 251
37852 38 401
36968 457 504
2802 403 639
42871 214 624
41568 301 527
47742 84 492
31779 436 504
27737 363 547
51125 20 153
32827 32 374
45998 34 363
2577 84 440
33595 21 608
44981 60 402
30203 6 326
35198 307 473
2763 24 586
40147 521 649
39118 255 477
19658 94 633
51816 139 591
21090 51 609
50353 165 202
8424 365 575
56885 383 617
44402 10 518
27813 133 522
39341 489 631
12256 149 377
26834 139 178
29986 524 531
37853 638 655
49284 35 679
42016 60 692
8453 11 78
46419 254 585
20939 297 646
30136 106 548
40112 9 543
47655 460 570
50551 80 155
39427 391 633
5368 40 581
12442 426 517
39754 226 388
4300 245 262
32238 442 480
15080 221 647
17654 114 257
47094 170 489
43850 301 399
45354 173 307
34900 103 433
3280 149 381
40549 260 608
18491 412 516
1387 389 637
5699 567 673
21028 357 416
52407 196 335
42584 300 638
39415 189 324
33060 85 89
16550 19 111
1101 122 533
24536 71 403
22101 287 451
40494 462 558
54196 264 569
11076 65 97
18154 435 444
21648 445 537
9441 21 647
2766 123 407
22602 285 392
17873 38 452
49581 370 486
20747 30 483
27362 329 627
30468 84 301
18474 137 519
55017 52 520
39330 88 97
51735 400 548
50418 75 626
39010 227 582
33550 292 504
2255 90 127
5513 189 220
18114 399 538
50861 35 306
6295 226 607
24678 11 497
40525 483 602
55822 15 427
118 119 507
57168 288 414
52612 389 477
5265 223 338
33772 59 77
36571 85 372
22597 60 144
19966 121 567
50129 559 615
45434 149 522
41342 11 165
21601 98 124
52353 228 533
34345 253 357
14349 428 480
46194 142 380
6467 61 340
42573 46 592
34682 165 321
31714 72 658
11497 36 405
14191 249 286
16285 43 174
23834 177 201
32463 297 476
3395 56 99
7325 145 180
33476 175 441
50238 81 375
42683 203 409
42475 349 505
24044 370 406
41856 374 513
19756 151 585
11753 148 550
28904 278 620
10874 144 566
22801 328 590
696 28 105
6189 59 452
12593 197 578
5202 379 525
25285 437 658
22689 13 622
23133 266 678
30010 187 546
19839 482 689
28099 647 678
24419 119 603
50043 80 595
39311 55 92
11733 481 591
979 30 313
23047 169 691
26797 144 476
5132 92 466
40314 323 483
43062 142 525
52268 124 198
12677 521 540
12801 364 544
49407 316 691
9828 83 455
54188 75 457
31984 253 267
50493 316 572
36562 113 425
52702 448 646
53453 391 401
31680 367 511
5159 204 219
17545 300 488
38495 155 521
30600 144 488
19197 68 474
47331 127 157
48736 45 314
40528 40 310
19805 276 445
5837 161 222
46562 2 89
12838 121 429
4888 67 534
9645 317 687
42026 154 282
35624 628 656
25315 569 623
16752 84 292
25189 283 637
8586 13 616
51691 252 503
46798 215 641
55962 426 570
13635 52 231
50040 8 311
35579 137 302
46278 358 507
51317 378 564
35442 15 298
45333 99 553
16404 104 373
51850 243 689
38526 238 334
4528 64 624
49901 185 617
22787 378 380
9225 320 413
20231 178 567
56593 277 602
3174 494 565
54854 87 150
9111 371 448
8538 644 648
10240 79 80
15839 140 571
39385 467 536
19216 224 534
33875 431 486
45788 37 188
56109 495 619
42304 98 239
3903 604 642
33704 243 505
9394 363 667
30997 600 612
16147 13 189
35500 602 647
10728 171 230
51698 141 329
30304 160 250
6332 323 515
6101 580 676
53037 340 359
39657 287 602
35631 207 256
19676 601 669
38545 306 681
32221 82 619
32390 1 211
162 350 601
43083 121 378
35851 43 234
10537 314 685
41583 474 571
40570 346 368
51774 13 622
46987 11 138
22661 9 247
14401 214 638
14348 13 660
52836 127 182
34064 254 626
29620 244 475
37799 190 192
14833 112 457
54413 86 376
21438 57 238
49264 662 669
33308 4 158
21826 331 457
56598 259 497
40323 73 303
44411 102 293
42719 615 675
47087 201 564
32655 275 401
35932 11 183
4968 503 510
1035 90 686
42287 339 528
22717 169 215
21052 8 476
17934 42 109
40023 83 690
25250 258 569
26376 94 624
6404 412 524
16282 322 378
25473 291 338
50903 191 196
35545 321 421
5023 37 553
41458 306 620
13233 178 220
7903 319 437
7660 77 282
8443 255 572
11269 395 425
30597 242 445
26650 420 438
9661 267 305
45273 121 469
56486 428 637
53752 151 390
25225 263 320
6713 79 104
8888 466 685
15091 411 682
48867 304 365
55045 340 643
8080 400 430
18178 18 174
24089 69 123
43818 15 300
42716 508 676
34931 564 627
5822 539 680
38434 219 418
32206 189 401
49545 601 647
45505 66 677
55936 316 449
25623 1 640
43096 136 278
38307 243 336
34529 55 470
5110 135 503
25579 242 256
42231 192 441
3985 131 188
31671 105 539
36333 42 522
16215 532 542
11545 248 430
47797 53 567
13253 145 259
10680 121 159
53478 229 548
26102 98 148
35906 69 147
38959 150 158
53623 155 569
3259 182 214
23789 262 384
43285 200 344
6285 136 317
25594 14 635
8539 135 293
16912 84 356
52394 99 467
48804 26 478
41893 312 319
32786 398 540
17316 60 257
47334 38 681
3205 430 455
28822 373 671
40567 223 239
35505 179 226
10276 302 330
7548 190 322
29385 69 277
8646 234 328
22323 306 450
18522 266 334
49362 91 473
33134 208 514
54590 14 647
8583 195 590
19459 12 174
15030 227 486
38719 198 407
25372 90 181
53107 281 486
36942 546 689
35562 76 191
37810 25 683
21146 88 512
19423 9 61
40346 109 543
37691 25 135
56887 577 621
51714 86 88
24181 187 204
10757 448 502
29175 47 196
54910 90 309
49856 202 271
40311 154 284
52165 261 369
18525 293 526
17721 66 145
24793 680 681
19259 46 621
56736 400 663
28875 229 293
8929 166 488
6788 182 287
16403 239 686
37634 281 556
39513 15 267
24691 240 333
13108 306 494
19931 91 410
45337 187 247
41853 158 178
26710 377 457
20834 456 557
28877 191 657
48661 222 576
46400 199 260
43451 50 51
23649 136 172
30822 295 640
48675 90 247
14107 34 375
46545 9 537
25085 277 674
4702 14 576
4316 167 381
42791 14 317
45746 319 641
21251 21 101
18006 154 172
48194 175 682
24562 430 467
17078 235 689
20957 487 552
29166 9 568
55890 55 200
57205 654 690
23187 291 412
6626 452 653
33633 84 591
1494 366 553
40134 8 467
33418 180 387
32196 92 359
41029 61 416
11563 553 614
236 352 530
21818 131 427
6123 240 336
28082 120 140
21111 525 608
23548 185 461
19544 154 515
31422 75 515
49604 449 648
43860 346 573
23926 324 566
45196 191 347
26167 435 670
48497 94 419
33082 138 220
8819 49 217
34769 650 662
42380 350 525
33108 218 499
19109 311 579
38703 298 595
43533 16 145
2778 130 421
32732 31 464
17009 397 650
11346 34 264
45457 97 399
7521 317 663
23944 412 607
48991 249 276
10911 46 550
55740 100 407
15845 245 381
23265 82 638
47081 625 689
27304 548 659
29965 203 495
36729 672 689
4076 87 89
38785 38 603
27269 71 474
39970 324 515
4947 389 681
56172 54 335
3017 72 468
43048 234 494
26316 299 410
36393 148 261
49435 484 534
56004 126 413
5680 426 557
52973 217 486
24755 543 581
53693 78 566
46824 610 685
50935 33 144
50775 487 562
18513 526 594
21502 107 192
7141 200 690
2265 137 498
32807 207 378
55417 344 532
5864 293 308
33174 133 667
10794 420 465
33986 102 138
20304 293 634
54347 79 289
17900 61 521
40804 96 615
10060 500 622
2844 79 287
44744 109 118
5320 93 676
30916 25 258
6150 239 651
38824 143 174
32608 392 512
7526 279 474
1611 25 418
48066 252 256
37652 534 580
24347 186 215
7603 514 669
29587 141 473
55972 171 423
40931 649 656
1101 124 203
43037 151 270
43210 82 326
18106 124 627
14968 410 417
18375 402 505
2485 22 54
51711 424 577
42365 8 498
14098 49 419
50762 278 668
46587 427 690
6534 36 177
47406 34 209
45791 166 452
26657 195 631
46656 518 637
21456 14 610
26550 369 440
48689 167 523
13127 316 592
45195 131 465
39841 269 671
46701 221 648
40665 345 628
8192 480 496
51908 102 354
13557 348 432
33208 191 256
53780 78 92
32478 166 612
34902 55 409
25298 254 632
30772 140 171
24995 140 328
11226 307 611
50175 492 544
53733 144 323
3487 48 619
3212 200 563
8715 264 411
51885 31 629
14591 430 459
20943 94 351
13439 412 435
31164 211 322
18579 53 82
11877 497 655
37597 96 588
5311 212 587
30116 493 577
40660 234 299
30956 309 510
24899 76 285
20311 382 494
12983 110 256
18850 50 572
36465 161 573
31665 407 552
18318 549 634
6317 44 619
34736 428 551
24969 204 427
55488 229 496
52349 471 550
22325 178 678
11154 95 310
1059 159 336
26953 295 522
13380 447 586
21447 480 552
38318 276 544
18551 597 685
5917 175 354
46674 338 518
45603 208 372
55483 520 605
17450 39 569
44323 101 246
45129 18 354
21339 24 644
5488 36 85
39293 162 577
1595 403 590
36704 68 598
29904 422 579
24683 174 391
25249 14 544
55919 9 369
19975 82 536
43836 505 564
1227 336 589
15698 29 102
24140 391 424
55368 113 161
3472 136 432
29183 339 670
27731 165 682
25936 95 187
42296 38 113
10259 56 526
54652 147 464
4182 20 612
20909 31 523
48993 231 573
39443 108 402
5319 438 541
56831 249 569
25436 357 510
16064 374 523
54880 460 560
12402 15 227
27614 547 559
52382 353 556
34899 356 524
19304 295 377
41635 196 254
26707 181 578
1023 62 539
57150 67 81
5832 233 690
48995 561 652
29402 342 382
52660 34 284
55263 75 600
771 496 654
47803 310 517
39001 191 275
5827 69 351
27810 36 245
19051 175 288
34186 367 485
52319 73 303
25070 373 477
55039 16 588
17030 286 622
41358 10 384
14505 307 347
38133 334 480
7961 129 656
39593 444 662
51962 94 619
5907 332 621
48744 311 628
42896 437 471
28903 84 216
35896 31 515
52588 2 199
1258 402 423
6905 96 431
47996 531 531
23008 571 637
7066 131 556
16662 451 591
23869 245 475
20158 242 289
12133 165 503
48266 102 137
21744 271 317
3200 662 672
7203 190 470
27549 48 116
42038 340 628
12379 116 429
17927 231 515
39019 654 668
12896 177 680
18888 358 472
29763 303 458
18093 450 453
35321 134 683
11909 74 212
16030 201 228
48900 153 678
31039 245 316
44474 214 304
51481 528 649
16456 40 537
24375 117 570
8110 206 334
6797 104 585
31055 76 345
32943 260 283
48423 274 609
20869 452 572
49181 450 491
13259 524 627
21510 237 335
22220 170 419
37767 196 302
32057 238 252
43066 92 184
51783 206 378
23825 344 430
23473 284 445
40301 540 662
45644 443 473
28362 14 533
22111 207 507
56003 106 366
27164 266 330
56526 29 363
48818 217 232
16366 408 634
9877 667 681
4867 20 106
14238 70 669
6544 99 364
16265 624 643
44098 44 275
20580 30 163
11318 190 547
9005 258 451
39451 17 685
45364 362 646
40730 98 610
39065 106 692
28628 370 385
38365 499 504
43911 23 88
43806 183 352
41117 58 640
25241 304 423
1203 434 506
47285 120 352
42170 437 569
21155 48 688
11400 172 315
25863 102 656
53246 441 472
40913 294 394
